path,species_id,scientific_name,english_name,morisyen_name,platform,observation_id,source_url,media_url,creator,licence,licence_url,locality,date,sha256,split,redistribution_permission,notes
data/raw/octopus_cyanea/octopus_cyanea_319322665.jpg,octopus_cyanea,Octopus cyanea,Day octopus,ourite (provisional),inaturalist,319322665,https://www.inaturalist.org/observations/319322665,https://inaturalist-open-data.s3.amazonaws.com/photos/577211894/large.jpg,kjadiver,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"VLF, Exmouth, WA, Australia",2025-06-14,e0936e5a200022a2c0ee6a3b765c17547ca58e60b6ace833a24cb10a6e056e81,train,no,
data/raw/octopus_cyanea/octopus_cyanea_319363844.jpg,octopus_cyanea,Octopus cyanea,Day octopus,ourite (provisional),inaturalist,319363844,https://www.inaturalist.org/observations/319363844,https://inaturalist-open-data.s3.amazonaws.com/photos/577289787/large.jpg,maractwin,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Ra, Western, Fiji",2025-09-26,035389e1e688a80356f504fb351b78935dcd348ca0202984d539a4d3cb0956cb,train,no,
data/raw/octopus_cyanea/octopus_cyanea_20560176.jpg,octopus_cyanea,Octopus cyanea,Day octopus,ourite (provisional),inaturalist,20560176,https://www.inaturalist.org/observations/20560176,https://inaturalist-open-data.s3.amazonaws.com/photos/31742065/large.jpg,rikimiller,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Alalakeiki Channel, , HI, US",2018-01-06,0c96a20cdb2f99706152856f773084868a3a3667aba87285fed6b0fdbd29e53d,validation,no,
data/raw/octopus_cyanea/octopus_cyanea_107021633.jpg,octopus_cyanea,Octopus cyanea,Day octopus,ourite (provisional),inaturalist,107021633,https://www.inaturalist.org/observations/107021633,https://inaturalist-open-data.s3.amazonaws.com/photos/179914877/large.jpeg,brock,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Puako, HI, USA",2022-02-18,6d7958ba733c43746ca6f934d2976070f15fcac73b7dac9f18e14a860bcc7683,validation,no,
data/raw/octopus_cyanea/octopus_cyanea_343937750.jpg,octopus_cyanea,Octopus cyanea,Day octopus,ourite (provisional),inaturalist,343937750,https://www.inaturalist.org/observations/343937750,https://inaturalist-open-data.s3.amazonaws.com/photos/626610651/large.jpg,ariannalim,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Danjugan Island, Philippines",2026-03-19,bddc72727413954cba0cad9887029e2b5055ece1d1e80338032a293bbd97fedc,train,no,
data/raw/octopus_cyanea/octopus_cyanea_338973633.jpg,octopus_cyanea,Octopus cyanea,Day octopus,ourite (provisional),inaturalist,338973633,https://www.inaturalist.org/observations/338973633,https://inaturalist-open-data.s3.amazonaws.com/photos/616489794/large.jpg,sue_churchill,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Ribbon Reef 9.5, QLD",2014-11-26,40b2c6cb07a94e00874bb5444cd7e6ce2dee1e05775e1b1b9c32085bffeb130a,validation,no,
data/raw/octopus_cyanea/octopus_cyanea_323595868.jpg,octopus_cyanea,Octopus cyanea,Day octopus,ourite (provisional),inaturalist,323595868,https://www.inaturalist.org/observations/323595868,https://inaturalist-open-data.s3.amazonaws.com/photos/585549861/large.jpg,kjadiver,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"LHB, Exmouth, Ningaloo WA",2025-04-02,c905f3515f506670af7a27a9da3895e595fde04c5b3bee4f226a602d78593424,train,no,
data/raw/octopus_cyanea/octopus_cyanea_152494487.jpg,octopus_cyanea,Octopus cyanea,Day octopus,ourite (provisional),inaturalist,152494487,https://www.inaturalist.org/observations/152494487,https://inaturalist-open-data.s3.amazonaws.com/photos/263258203/large.jpeg,melissa_staines,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,Julian Rocks,2023-03-27,b9fead747fc9f6b2e1992ebf1283b0f9ae1367e64e7c14b592b98e3a7d9948a7,test,no,
data/raw/lethrinus_nebulosus/lethrinus_nebulosus_173713932.jpg,lethrinus_nebulosus,Lethrinus nebulosus,Spangled emperor,kapitenn (provisional),inaturalist,173713932,https://www.inaturalist.org/observations/173713932,https://inaturalist-open-data.s3.amazonaws.com/photos/301704600/large.png,fubberpish,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Cairns, QLD, Australia",2023-07-10,f59ec336512a589c21a1823b803a96ecf2bc06aff6688b5f43a2f29572004b29,train,no,
data/raw/lethrinus_nebulosus/lethrinus_nebulosus_259629613.jpg,lethrinus_nebulosus,Lethrinus nebulosus,Spangled emperor,kapitenn (provisional),inaturalist,259629613,https://www.inaturalist.org/observations/259629613,https://inaturalist-open-data.s3.amazonaws.com/photos/466101043/large.jpg,euanthomas,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Lord Howe Island, AU-NS, AU",2025-01-26,f4e3ead10fd38e13e8dc5d9746a4ddc3ec3993c1640ed572cbf83a3e766c11e6,train,no,
data/demo/lethrinus_nebulosus_166044553.jpg,lethrinus_nebulosus,Lethrinus nebulosus,Spangled emperor,kapitenn (provisional),inaturalist,166044553,https://www.inaturalist.org/observations/166044553,https://inaturalist-open-data.s3.amazonaws.com/photos/287497294/large.jpg,brucedeagle,cc-by,https://creativecommons.org/licenses/by/4.0/,Lord Howe Island,2023-05-28,fb96d3ca7150940f0ebf36ff8f2c3a7f933a757f59e9c03c12577915ac0bc4f1,hero,yes,hero demo image
data/raw/lethrinus_nebulosus/lethrinus_nebulosus_335909711.jpg,lethrinus_nebulosus,Lethrinus nebulosus,Spangled emperor,kapitenn (provisional),inaturalist,335909711,https://www.inaturalist.org/observations/335909711,https://inaturalist-open-data.s3.amazonaws.com/photos/610325045/large.jpg,travelling_fisherman,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Doha, Doha, QA",2019-11-29,ded7ff1ce04a49b2b6d5351202445b3cd89c38ab0620a3b0ddeff78921551045,validation,no,
data/raw/lethrinus_nebulosus/lethrinus_nebulosus_279198044.jpg,lethrinus_nebulosus,Lethrinus nebulosus,Spangled emperor,kapitenn (provisional),inaturalist,279198044,https://www.inaturalist.org/observations/279198044,https://inaturalist-open-data.s3.amazonaws.com/photos/501346061/large.jpg,paulinefey,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,everprosperity,2025-05-01,356a6f3a40ce619aff5bbd8bf1b31103cc966575790ac839800eb8e3e9263ab4,test,no,
data/raw/lethrinus_nebulosus/lethrinus_nebulosus_95638244.jpg,lethrinus_nebulosus,Lethrinus nebulosus,Spangled emperor,kapitenn (provisional),inaturalist,95638244,https://www.inaturalist.org/observations/95638244,https://inaturalist-open-data.s3.amazonaws.com/photos/158793936/large.jpeg,pl_stenger,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Nouméa, NC-SU, NC",2020-05-20,0cf6f23fd519e8592ab360061b32e698b01c1fd313621c195ba700d653278703,train,no,
data/raw/lethrinus_nebulosus/lethrinus_nebulosus_227404319.jpg,lethrinus_nebulosus,Lethrinus nebulosus,Spangled emperor,kapitenn (provisional),inaturalist,227404319,https://www.inaturalist.org/observations/227404319,https://inaturalist-open-data.s3.amazonaws.com/photos/403411961/large.jpeg,jakeorthman_,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Dunwich QLD 4183, Australia",2024-06-18,38fd79abd390001e8989953571fb133b5d8cd581f363d248cefc18be5dca090d,test,no,
data/raw/lethrinus_nebulosus/lethrinus_nebulosus_146172757.jpg,lethrinus_nebulosus,Lethrinus nebulosus,Spangled emperor,kapitenn (provisional),inaturalist,146172757,https://www.inaturalist.org/observations/146172757,https://inaturalist-open-data.s3.amazonaws.com/photos/251247072/large.jpeg,melissa_staines,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Gladstone, QLD, Australia",2023-01-09,7b3abe8baa7c674489c736ffae248d4a7d2987e5ec5d6c785ec8bc13bc2604af,test,no,
data/raw/lethrinus_nebulosus/lethrinus_nebulosus_239359070.jpg,lethrinus_nebulosus,Lethrinus nebulosus,Spangled emperor,kapitenn (provisional),inaturalist,239359070,https://www.inaturalist.org/observations/239359070,https://inaturalist-open-data.s3.amazonaws.com/photos/426292443/large.jpeg,bohong_yu,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"北太平洋, TW",2024-06-24,debd42dd5c19093a2a53ca0ad71f400b09b75062f40d5b04a97c114882af2a6c,test,no,
data/raw/lethrinus_nebulosus/lethrinus_nebulosus_148353848.jpg,lethrinus_nebulosus,Lethrinus nebulosus,Spangled emperor,kapitenn (provisional),inaturalist,148353848,https://www.inaturalist.org/observations/148353848,https://inaturalist-open-data.s3.amazonaws.com/photos/255453920/large.jpg,katewolny,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Cape Range National Park WA 6707, Australia",2023-01-28,755265a47c1013cd22ad5295073fa7e24c8c52226dadb7b2c55c7471fa59f155,test,no,
data/raw/lethrinus_nebulosus/lethrinus_nebulosus_262656841.jpg,lethrinus_nebulosus,Lethrinus nebulosus,Spangled emperor,kapitenn (provisional),inaturalist,262656841,https://www.inaturalist.org/observations/262656841,https://inaturalist-open-data.s3.amazonaws.com/photos/471706690/large.jpeg,johnsear,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"1 Bower Ln, Manly NSW 2095, Australia",2025-02-22,f9bdfed970dc4e65d0bc23650a6ea25e00b49b544af7a9a5d75f70af8ef61277,train,no,
data/raw/lethrinus_nebulosus/lethrinus_nebulosus_199764105.jpg,lethrinus_nebulosus,Lethrinus nebulosus,Spangled emperor,kapitenn (provisional),inaturalist,199764105,https://www.inaturalist.org/observations/199764105,https://inaturalist-open-data.s3.amazonaws.com/photos/352342144/large.jpeg,harryrosenthal,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Sydney NSW, Australia",2024-02-09,511ee246e20b561bd350451687c868cefa4bb1b5cf1471eeae538a57049fa31b,train,no,
data/raw/siganus_sutor/siganus_sutor_148915343.jpg,siganus_sutor,Siganus sutor,Shoemaker spinefoot,kordonye (provisional),inaturalist,148915343,https://www.inaturalist.org/observations/148915343,https://inaturalist-open-data.s3.amazonaws.com/photos/256527611/large.jpeg,jurga_li,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Pingwe, Tanzanija",2023-02-07,a9c83ddd2d5d7bb3df4181cee8cf49c603954736ad52903e715d4dcf1ba8589f,train,no,
data/raw/siganus_sutor/siganus_sutor_154601650.jpg,siganus_sutor,Siganus sutor,Shoemaker spinefoot,kordonye (provisional),inaturalist,154601650,https://www.inaturalist.org/observations/154601650,https://inaturalist-open-data.s3.amazonaws.com/photos/267147227/large.jpeg,annahd,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,Malindi,2013-09-02,81c212b1e48428dc5dc3cb20f5cbc82e1c7ce29332fe1af91f2060c14176d74a,train,no,
data/raw/siganus_sutor/siganus_sutor_322799422.jpg,siganus_sutor,Siganus sutor,Shoemaker spinefoot,kordonye (provisional),inaturalist,322799422,https://www.inaturalist.org/observations/322799422,https://inaturalist-open-data.s3.amazonaws.com/photos/584011759/large.jpg,sylvain_le_bris,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Nosy Be, Madagascar",2025-05-07,4ff7888b6d4d85a7bf8426620eb862546fa90f60fdbba7c12c79bacb7e1a78ed,train,no,
data/raw/siganus_sutor/siganus_sutor_322799423.jpg,siganus_sutor,Siganus sutor,Shoemaker spinefoot,kordonye (provisional),inaturalist,322799423,https://www.inaturalist.org/observations/322799423,https://inaturalist-open-data.s3.amazonaws.com/photos/584011762/large.jpg,sylvain_le_bris,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Nosy Be, Madagascar",2025-05-05,bc8ff451f8cc4088d644de21a814780c34bb21dc621a7890bc713598ddd44f14,train,no,
data/demo/siganus_sutor_11192697.jpg,siganus_sutor,Siganus sutor,Shoemaker spinefoot,kordonye (provisional),inaturalist,11192697,https://www.inaturalist.org/observations/11192697,https://inaturalist-open-data.s3.amazonaws.com/photos/15861850/large.jpg,andrewdeacon,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Lighthouse - Island Rock Road, Jangamo: Paindane resort",2016-04-28,11f3e8d7f5488f1d20da4606e599305a7681a5b0eac3350a7bc20375689bd844,hero,yes,hero demo image
data/raw/siganus_sutor/siganus_sutor_11153396.jpg,siganus_sutor,Siganus sutor,Shoemaker spinefoot,kordonye (provisional),inaturalist,11153396,https://www.inaturalist.org/observations/11153396,https://inaturalist-open-data.s3.amazonaws.com/photos/19230466/large.jpg,kevinss,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,Antons -  Sodwana,2015-10-10,6658b22c6526a3e50cae07049b88cb8e6df35afb19d283186311ac86ca7a8612,train,no,
data/demo/siganus_sutor_11325005.jpg,siganus_sutor,Siganus sutor,Shoemaker spinefoot,kordonye (provisional),inaturalist,11325005,https://www.inaturalist.org/observations/11325005,https://inaturalist-open-data.s3.amazonaws.com/photos/16125540/large.jpg,andrewdeacon,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Lighthouse - Island Rock Road, Jangamo: Paindane resort",2017-04-27,52c8ccad9294a7287196591ca8782be230c43a63a374d2035a90197407260d72,hero,yes,hero demo image
data/raw/siganus_sutor/siganus_sutor_149340611.jpg,siganus_sutor,Siganus sutor,Shoemaker spinefoot,kordonye (provisional),inaturalist,149340611,https://www.inaturalist.org/observations/149340611,https://inaturalist-open-data.s3.amazonaws.com/photos/257320265/large.jpg,jurga_li,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Kati, Zanzibar South and Central, Tanzania",2023-02-10,ab0be137b4fe8d0fe614c02f34e51aed3c77c5c955f99b346495e7bb812f74ac,train,no,
data/raw/siganus_sutor/siganus_sutor_47954065.jpg,siganus_sutor,Siganus sutor,Shoemaker spinefoot,kordonye (provisional),inaturalist,47954065,https://www.inaturalist.org/observations/47954065,https://inaturalist-open-data.s3.amazonaws.com/photos/76072858/large.jpeg,dawngoebbels,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Watamu, Kenya",2018-02-16,1be6c339d44394d27ff2a9e53226f21fe6629cdb15714e2140771ced7a52e84b,train,no,
data/raw/siganus_sutor/siganus_sutor_109051236.jpg,siganus_sutor,Siganus sutor,Shoemaker spinefoot,kordonye (provisional),inaturalist,109051236,https://www.inaturalist.org/observations/109051236,https://inaturalist-open-data.s3.amazonaws.com/photos/183724399/large.jpg,stephanephilizot,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Rivière du Rempart, MU",2022-03-20,b01c4f14a2189138418107b967a8b904eaafa09b4b1eeb033383994298793fb8,train,no,
data/raw/siganus_sutor/siganus_sutor_193285653.jpg,siganus_sutor,Siganus sutor,Shoemaker spinefoot,kordonye (provisional),inaturalist,193285653,https://www.inaturalist.org/observations/193285653,https://inaturalist-open-data.s3.amazonaws.com/photos/339521640/large.jpg,beethoven242,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Kilifi North, KE-KF, KE",2023-09-11,f9a3713d81d347118c115c428eae9e695b3312e39d82ece38c60ac2d82499ec8,train,no,
data/raw/siganus_sutor/siganus_sutor_148623862.jpg,siganus_sutor,Siganus sutor,Shoemaker spinefoot,kordonye (provisional),inaturalist,148623862,https://www.inaturalist.org/observations/148623862,https://inaturalist-open-data.s3.amazonaws.com/photos/255975673/large.jpeg,victor_85,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,Tanzanie,2021-08-03,59330374ccf405caf53eebcb5f91bc836fc2ce14fb1c78a2b549d08ed850219d,train,no,
data/raw/epinephelus_merra/epinephelus_merra_258015560.jpg,epinephelus_merra,Epinephelus merra,Honeycomb grouper,vye (provisional),inaturalist,258015560,https://www.inaturalist.org/observations/258015560,https://inaturalist-open-data.s3.amazonaws.com/photos/462856559/large.jpg,prickly_sculpin,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,Fiji,2023-01-06,a1a479d2622dd5a7a92d68156166afe0aa93c07fdef31cbc8d662f3dbc2de27e,validation,no,
data/raw/epinephelus_merra/epinephelus_merra_189284609.jpg,epinephelus_merra,Epinephelus merra,Honeycomb grouper,vye (provisional),inaturalist,189284609,https://www.inaturalist.org/observations/189284609,https://inaturalist-open-data.s3.amazonaws.com/photos/331536817/large.jpg,marghk,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"South Pacific Ocean, Cape Tribulation, QLD, AU",2023-10-24,2cdc7d7dd83d3aff2e2c1820c6f872b5fac28fac9cb424aa77f428fa50cbff09,train,no,
data/raw/epinephelus_merra/epinephelus_merra_253795600.jpg,epinephelus_merra,Epinephelus merra,Honeycomb grouper,vye (provisional),inaturalist,253795600,https://www.inaturalist.org/observations/253795600,https://inaturalist-open-data.s3.amazonaws.com/photos/454497043/large.jpeg,baptiste_plana,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Moka, Maurice",2014-04-26,4107d5ff9a0057993debfe55464d46a376434565fe0559d13da7e888b4117cdd,train,no,
data/raw/epinephelus_merra/epinephelus_merra_378313042.jpg,epinephelus_merra,Epinephelus merra,Honeycomb grouper,vye (provisional),inaturalist,378313042,https://www.inaturalist.org/observations/378313042,https://inaturalist-open-data.s3.amazonaws.com/photos/691900305/large.jpg,lukas932,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,,2026-06-05,6d320571d8a879f3033870f292e652d8c480ff2be28445dfe17c3874c3c603f4,train,no,
data/raw/epinephelus_merra/epinephelus_merra_1135459.jpg,epinephelus_merra,Epinephelus merra,Honeycomb grouper,vye (provisional),inaturalist,1135459,https://www.inaturalist.org/observations/1135459,https://inaturalist-open-data.s3.amazonaws.com/photos/1428030/large.JPG,jonwbecker,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,Ocean-side reef on western side of Arno Atoll,2014-11-25,060637c3431c1cc0fdf394a233d329a2200af4f9689cdba2a96a865ccc9982f0,train,no,
data/demo/epinephelus_merra_284063137.jpg,epinephelus_merra,Epinephelus merra,Honeycomb grouper,vye (provisional),inaturalist,284063137,https://www.inaturalist.org/observations/284063137,https://inaturalist-open-data.s3.amazonaws.com/photos/510465552/large.jpg,attilaolah,cc-by,https://creativecommons.org/licenses/by/4.0/,"Grand Port, MU",2025-04-11,5dd92b52f256d31d9ed9d4f4308c501a22f6cee2b089484be06244b9b0472d6b,hero,yes,hero demo image
data/raw/epinephelus_merra/epinephelus_merra_321294691.jpg,epinephelus_merra,Epinephelus merra,Honeycomb grouper,vye (provisional),inaturalist,321294691,https://www.inaturalist.org/observations/321294691,https://inaturalist-open-data.s3.amazonaws.com/photos/581041119/large.jpg,congonaturalist,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Bazaruto National Park, Inhassoro, MZ",2025-10-14,51978af8eb0b653e4557c57c6640a46c988faf3ac325caf87ebdcd8b15f81891,train,no,
data/demo/epinephelus_merra_187920700.jpg,epinephelus_merra,Epinephelus merra,Honeycomb grouper,vye (provisional),inaturalist,187920700,https://www.inaturalist.org/observations/187920700,https://inaturalist-open-data.s3.amazonaws.com/photos/328734524/large.jpg,donalddavesne,cc-by,https://creativecommons.org/licenses/by/4.0/,"Opal Reef, QLD, Australie",2023-08-04,b4d2bf51523da4ced19954dc3d23d290bf53ec60e1c2dc537811a45dc9a97b0c,hero,yes,hero demo image
data/raw/epinephelus_merra/epinephelus_merra_338852926.jpg,epinephelus_merra,Epinephelus merra,Honeycomb grouper,vye (provisional),inaturalist,338852926,https://www.inaturalist.org/observations/338852926,https://inaturalist-open-data.s3.amazonaws.com/photos/616307062/large.jpg,donnymidas,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Pacific Ocean, Okinawa, JP",2026-02-16,46a499308ab984ffb0a6152e2691e2c216f2de60cc119446f04a648ac8d3f442,validation,no,
data/raw/epinephelus_merra/epinephelus_merra_8008192.jpg,epinephelus_merra,Epinephelus merra,Honeycomb grouper,vye (provisional),inaturalist,8008192,https://www.inaturalist.org/observations/8008192,https://inaturalist-open-data.s3.amazonaws.com/photos/10597428/large.jpeg,mattytestoni,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Cassowary Coast, QLD, Australia",2017-08-18,982f830276e437fc4c498a5e01c5381d40beb987fded7467c26a034c7ac55361,train,no,
data/raw/epinephelus_merra/epinephelus_merra_70418569.jpg,epinephelus_merra,Epinephelus merra,Honeycomb grouper,vye (provisional),inaturalist,70418569,https://www.inaturalist.org/observations/70418569,https://inaturalist-open-data.s3.amazonaws.com/photos/114473696/large.jpeg,jackiecccfiji,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Tivua Island, Fiji",2016-12-30,6f21d7a97153097b23f601a10171f14805f67c5d909e0ef4f97e26d72f6b1192,train,no,
data/raw/epinephelus_merra/epinephelus_merra_339528563.jpg,epinephelus_merra,Epinephelus merra,Honeycomb grouper,vye (provisional),inaturalist,339528563,https://www.inaturalist.org/observations/339528563,https://inaturalist-open-data.s3.amazonaws.com/photos/617673521/large.jpg,donnymidas,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Pacific Ocean, Okinawa, JP",2026-02-21,04ccbf2476f64bd3a2753a3dca3446c21198e567832c8290ef4a297aad5eccd9,train,no,
data/raw/naso_unicornis/naso_unicornis_9654688.jpg,naso_unicornis,Naso unicornis,Bluespine unicornfish,likorn (provisional),inaturalist,9654688,https://www.inaturalist.org/observations/9654688,https://inaturalist-open-data.s3.amazonaws.com/photos/13189811/large.jpg,davidr,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Honolulu County, HI, USA",2018-01-26,46b6743dfeb85f84f38ad1bb1ec9814729d385933235e980505d07af67fd7ebe,test,no,
data/raw/naso_unicornis/naso_unicornis_267319409.jpg,naso_unicornis,Naso unicornis,Bluespine unicornfish,likorn (provisional),inaturalist,267319409,https://www.inaturalist.org/observations/267319409,https://inaturalist-open-data.s3.amazonaws.com/photos/480386081/large.jpeg,afox1452,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Cockburn, WA, Australia",2025-03-28,5e92552289193a9681830ca2b8caf1eff0d488a281b9727a594e46feb2e1f14c,train,no,
data/raw/naso_unicornis/naso_unicornis_152917450.jpg,naso_unicornis,Naso unicornis,Bluespine unicornfish,likorn (provisional),inaturalist,152917450,https://www.inaturalist.org/observations/152917450,https://inaturalist-open-data.s3.amazonaws.com/photos/264041423/large.jpg,biniek-io,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"Cabbage Tree Bay, AU-NS-MN, AU-NS, AU",2023-03-31,32c0c7857e668223d5fa0d8924ca47a1b1c571ecbd9279d952681b9c8b552a36,test,no,
data/raw/naso_unicornis/naso_unicornis_16473308.jpg,naso_unicornis,Naso unicornis,Bluespine unicornfish,likorn (provisional),inaturalist,16473308,https://www.inaturalist.org/observations/16473308,https://inaturalist-open-data.s3.amazonaws.com/photos/24789903/large.jpeg,lbrensk,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,"North Shore, Waialua, HI, USA",2018-09-06,bbaf620b68f88d56bbc2695e27e7c9cfbaed11f63d3135cdee6f0197284925a2,train,no,
data/raw/naso_unicornis/naso_unicornis_106477329.jpg,naso_unicornis,Naso unicornis,Bluespine unicornfish,likorn (provisional),inaturalist,106477329,https://www.inaturalist.org/observations/106477329,https://inaturalist-open-data.s3.amazonaws.com/photos/178873760/large.jpeg,orionsmcc,cc-by-nc,https://creativecommons.org/licenses/by-nc/4.0/,Crazy corals,2021-11-19,52f5e4f81d6fb6da66ca916bdd6fd01b01c7ff78411767565a56b645aa505df7,train,no,
